,artist,date,genre,style,title,filename,20,res_all,res_fc,vgg_all,vgg_fc,vgg_last,res_all_acc,res_fc_acc,vgg_all_acc,vgg_fc_acc,vgg_last_acc,all_true
6708,Egon Schiele,1911,self-portrait,Expressionism,Self-Portrait with Black Vase and Spread Fingers,71290.jpg,1900-1919,1920-1939,1940-1959,1900-1919,1900-1919,1920-1939,False,False,True,True,False,False
6709,Paul Cezanne,1869,genre painting,Romanticism,Girl at the Piano (Overture to Tannhauser) ,45774.jpg,1860-1879,1900-1919,1900-1919,1920-1939,1900-1919,1900-1919,False,False,False,False,False,False
6710,Louis Schanker,1944,abstract,Abstract Expressionism,Abstract Composition,11999.jpg,1940-1959,1940-1959,1980-1999,1940-1959,1940-1959,1980-1999,True,False,True,True,False,False
6711,Alfred Manessier,1947,abstract,Art Informel,Angelus domini nuntiavit mariæ,51110.jpg,1940-1959,1940-1959,1900-1919,1940-1959,1900-1919,1940-1959,True,False,True,False,True,False
6712,Vincent van Gogh,1885,sketch and study,Realism,Reaper,78696.jpg,1880-1899,1880-1899,1920-1939,1880-1899,1900-1919,1900-1919,True,False,True,False,False,False
6713,Ivan Albright,1963,still life,Magic Realism,Poor Room,31109.jpg,1960-1979,1940-1959,1980-1999,1960-1979,1940-1959,1900-1919,False,False,True,False,False,False
6714,Mark Rothko,1954,abstract,Color Field Painting,"No. 6 (Yellow, White, Blue Over Yellow on Gray)",10036.jpg,1940-1959,1940-1959,1960-1979,1960-1979,1960-1979,1960-1979,True,False,False,False,False,False
6715,Amedeo Modigliani,1919,portrait,Expressionism,Girl in Blue,79398.jpg,1900-1919,1900-1919,1940-1959,1900-1919,1900-1919,1920-1939,True,False,True,True,False,False
6716,Alexander Liberman,1975,abstract,Abstract Expressionism,Untitled Abstract,15544.jpg,1960-1979,1940-1959,1980-1999,1960-1979,1900-1919,1980-1999,False,False,True,False,False,False
6717,Theophile Steinlen,1895,genre painting,Art Nouveau (Modern),Women Conversing  ,86741.jpg,1880-1899,1880-1899,1920-1939,1880-1899,1900-1919,1880-1899,True,False,True,False,True,False
6718,Camille Corot,1870,landscape,Realism,The Boatmen of Mortefontaine,46516.jpg,1860-1879,1860-1879,1860-1879,1860-1879,1860-1879,1860-1879,True,True,True,True,True,True
6719,Marc Chagall,1973,genre painting,Naïve Art (Primitivism),The walk,103242.jpg,1960-1979,1900-1919,1900-1919,1900-1919,1900-1919,1980-1999,False,False,False,False,False,False
6720,Alfred Sisley,1890,landscape,Impressionism,Haystacks in Moret in October,82253.jpg,1880-1899,1880-1899,1900-1919,1880-1899,1880-1899,1860-1879,True,False,True,True,False,False
6721,Andre Derain,1906,sketch and study,Fauvism,Figures from a Carnival,101925.jpg,1900-1919,1920-1939,1980-1999,1960-1979,1940-1959,1960-1979,False,False,False,False,False,False
6722,Gene Davis,1964,abstract,Color Field Painting,Solar Skin,61081.jpg,1960-1979,1960-1979,1960-1979,1960-1979,1960-1979,1960-1979,True,True,True,True,True,True
6723,Jean Metzinger,1906,animal painting,Divisionism,A Peacock,3408.jpg,1900-1919,1920-1939,1980-1999,1900-1919,1900-1919,1900-1919,False,False,True,True,True,False
6724,Hiroyuki Tajima,1962,abstract,Sōsaku hanga,Tsunagagia,65084.jpg,1960-1979,1940-1959,1980-1999,1940-1959,1960-1979,1980-1999,False,False,False,True,False,False
6725,Piet Mondrian,1937,abstract,Neoplasticism,Composition with Blue,1369.jpg,1920-1939,1940-1959,1960-1979,1940-1959,1940-1959,1940-1959,False,False,False,False,False,False
6726,Albert Anker,1880,portrait,Realism,"Die Söhne Chrétien, Paris",80845.jpg,1880-1899,1900-1919,1900-1919,1880-1899,1860-1879,1920-1939,False,False,True,False,False,False
6727,Mary Fedden,1971,still life,Naïve Art (Primitivism),Pot of Shells,3194.jpg,1960-1979,1940-1959,1940-1959,1940-1959,1960-1979,1960-1979,False,False,False,True,True,False
6728,Boris Kustodiev,1925,portrait,Art Nouveau (Modern),Portrait of Natalia Orshanskaya,44832.jpg,1920-1939,1880-1899,1880-1899,1900-1919,1900-1919,1900-1919,False,False,False,False,False,False
6729,Marc Chagall,1963,genre painting,Naïve Art (Primitivism),Clown in Love,52085.jpg,1960-1979,1920-1939,1900-1919,1940-1959,1880-1899,1940-1959,False,False,False,False,False,False
6730,Maurice Prendergast,1915,genre painting,Post-Impressionism,The Grove,20435.jpg,1900-1919,1900-1919,1900-1919,1940-1959,1920-1939,1880-1899,True,True,False,False,False,False
6731,John Bratby,1961,portrait,Expressionism,Janet and Lilies,22347.jpg,1960-1979,1960-1979,1980-1999,1940-1959,1920-1939,1940-1959,True,False,False,False,False,False
6732,Theo Gerber,1970,abstract,Surrealism,Le vent à tourné,46583.jpg,1960-1979,1960-1979,1980-1999,1960-1979,1960-1979,1920-1939,True,False,True,True,False,False
6733,Helene Schjerfbeck,1906,genre painting,Expressionism,Maria,61489.jpg,1900-1919,1900-1919,1900-1919,1900-1919,1900-1919,1880-1899,True,True,True,True,False,False
6734,Clyfford Still,1957,,Color Field Painting,1957-D No. 1,93380.jpg,1940-1959,1940-1959,1960-1979,1940-1959,1940-1959,1960-1979,True,False,True,True,False,False
6735,Augustus John,1912,portrait,Post-Impressionism,Edwin and Romilly,103155.jpg,1900-1919,1880-1899,1900-1919,1920-1939,1900-1919,1900-1919,False,True,False,True,True,False
6736,Torii Kotondo,1929,nude painting (nu),Shin-hanga,Combing in the Bath (variant),50828.jpg,1920-1939,1920-1939,1900-1919,1920-1939,1920-1939,1920-1939,True,False,True,True,True,False
6737,Berthe Morisot,1892,portrait,Impressionism,Young Girl with Cat,31251.jpg,1880-1899,1880-1899,1900-1919,1880-1899,1880-1899,1900-1919,True,False,True,True,False,False
6738,Roberto Aizenberg,1962,landscape,Surrealism,Father and Son Beholding the Shadow of a Day,83946.jpg,1960-1979,1960-1979,1900-1919,1880-1899,1900-1919,1880-1899,True,False,False,False,False,False
6739,Sven Jonson,1924,cityscape,Surrealism,Southern harbor,4590.jpg,1920-1939,1920-1939,1900-1919,1920-1939,1900-1919,1920-1939,True,False,True,False,True,False
6740,Andre Derain,1920,portrait,, Portrait II,5004.jpg,1920-1939,1880-1899,1920-1939,1900-1919,1900-1919,1940-1959,False,True,False,False,False,False
6741,Isaac Levitan,1899,landscape,Impressionism,Fields,85023.jpg,1880-1899,1900-1919,1880-1899,1880-1899,1900-1919,1920-1939,False,True,True,False,False,False
6742,Raoul Dufy,1930,genre painting,Naïve Art (Primitivism),Races With Goodwwood ,31530.jpg,1920-1939,1900-1919,1900-1919,1920-1939,1920-1939,1900-1919,False,False,True,True,False,False
6743,August Macke,1914,genre painting,Expressionism,In the zoological garden,54177.jpg,1900-1919,1920-1939,1900-1919,1920-1939,1900-1919,1900-1919,False,True,False,True,True,False
6744,Henri de Toulouse-Lautrec,1897,portrait,Post-Impressionism,Madame Misian Nathanson,82865.jpg,1880-1899,1900-1919,1900-1919,1920-1939,1960-1979,1960-1979,False,False,False,False,False,False
6745,Hiroshi Yoshida,1926,animal painting,Shin-hanga,Obatan Parrot,6536.jpg,1920-1939,1880-1899,1900-1919,1880-1899,1920-1939,1900-1919,False,False,False,True,False,False
6746,Childe Hassam,1887,genre painting,Impressionism,Hassam Childe Grand prix day Sun,4868.jpg,1880-1899,1860-1879,1880-1899,1880-1899,1880-1899,1880-1899,False,True,True,True,True,False
6747,Vasily Vereshchagin,1876,portrait,Realism,"Sowar, the Messenger of the Government",44869.jpg,1860-1879,1860-1879,1920-1939,1900-1919,1900-1919,1920-1939,True,False,False,False,False,False
6748,Konstantin Bogaevsky,1924,landscape,Symbolism,Landscape with trees,13597.jpg,1920-1939,1900-1919,1900-1919,1900-1919,1920-1939,1860-1879,False,False,False,True,False,False
6749,Isidore Isou,1961,figurative,Lettrism,Signes fauves,20428.jpg,1960-1979,1940-1959,1980-1999,1980-1999,1980-1999,1940-1959,False,False,False,False,False,False
6750,Mary Cassatt,1888,genre painting,Impressionism,Woman and Child,31069.jpg,1880-1899,1880-1899,1900-1919,1880-1899,1860-1879,1880-1899,True,False,True,False,True,False
6751,Peder Severin Kroyer,1884,genre painting,Impressionism,Skagen,91572.jpg,1880-1899,1880-1899,1900-1919,1880-1899,1880-1899,1880-1899,True,False,True,True,True,False
6752,Atanasio Soldati,1951,abstract,Concretism,Ambigutà composizione,8307.jpg,1940-1959,1940-1959,1940-1959,1920-1939,1900-1919,1920-1939,True,True,False,False,False,False
6753,Laszlo Mednyanszky,1900,landscape,Impressionism,Part of Tabán,61266.jpg,1900-1919,1860-1879,1900-1919,1860-1879,1860-1879,1860-1879,False,True,False,False,False,False
6754,Armand Guillaumin,1904,landscape,Impressionism,Moulins en Hollandee,9162.jpg,1900-1919,1860-1879,1900-1919,1900-1919,1900-1919,1900-1919,False,True,True,True,True,False
6755,Aleksandra Ekster,1915,cityscape,Cubo-Futurism,Venice,16330.jpg,1900-1919,1900-1919,1900-1919,1900-1919,1900-1919,1940-1959,True,True,True,True,False,False
6756,Mary Fedden,1968,still life,Naïve Art (Primitivism),Aubergine and flowers,6434.jpg,1960-1979,1940-1959,1960-1979,1940-1959,1960-1979,1900-1919,False,True,False,True,False,False
6757,Ernst Ludwig Kirchner,1935,portrait,Expressionism,Portrait of Dr. Huggler,66253.jpg,1920-1939,1920-1939,1900-1919,1920-1939,1920-1939,1980-1999,True,False,True,True,False,False
6758,Karl Schrag,1975,landscape,Expressionism,Pines and Rocks in Evening Light,73178.jpg,1960-1979,1940-1959,1980-1999,1960-1979,1960-1979,1960-1979,False,False,True,True,True,False
6759,Alfred Sisley,1892,landscape,Impressionism,Moret sur Loing,48003.jpg,1880-1899,1900-1919,1900-1919,1900-1919,1900-1919,1900-1919,False,False,False,False,False,False
6760,Leon Bakst,1914,design,Art Nouveau (Modern),La legende de Joseph Potiphar's wife  ,1269.jpg,1900-1919,1860-1879,1980-1999,1920-1939,1920-1939,1920-1939,False,False,False,False,False,False
6761,Pablo Picasso,1957,genre painting,Surrealism,Las Meninas (Velazquez),87160.jpg,1940-1959,1940-1959,1900-1919,1940-1959,1940-1959,1940-1959,True,False,True,True,True,False
6762,Ernst Ludwig Kirchner,1912,nude painting (nu),Expressionism,Stooping Act in Space,62226.jpg,1900-1919,1920-1939,1900-1919,1900-1919,1880-1899,1940-1959,False,True,True,False,False,False
6763,Isaac Levitan,1897,landscape,Realism,The last rays of the sun. Aspen forest.,69163.jpg,1880-1899,1860-1879,1980-1999,1860-1879,1880-1899,1880-1899,False,False,False,True,True,False
6764,Gerard Sekoto,1944,genre painting,Social Realism,STREET BONHOMIE DISTRICT SIX ,68929.jpg,1940-1959,1920-1939,1940-1959,1920-1939,1920-1939,1920-1939,False,True,False,False,False,False
6765,Berthe Morisot,1884,genre painting,Impressionism,Miss Reynolds,27355.jpg,1880-1899,1880-1899,1920-1939,1900-1919,1860-1879,1860-1879,True,False,False,False,False,False
6766,Georges Seurat,1881,genre painting,Post-Impressionism,The seller of oranges,82804.jpg,1880-1899,1900-1919,1900-1919,1940-1959,1920-1939,1880-1899,False,False,False,False,True,False
6767,Louis Marcoussis,1928,still life,Cubism,Nimes ,94633.jpg,1920-1939,1960-1979,1900-1919,1900-1919,1920-1939,1920-1939,False,False,False,True,True,False
6768,M.C. Escher,1936,tessellation,Op Art,Systematic Study,92351.jpg,1920-1939,1940-1959,1900-1919,1940-1959,1940-1959,1940-1959,False,False,False,False,False,False
6769,Odilon Redon,1901,landscape,Symbolism,Tree Against a Yellow Background,75081.jpg,1900-1919,1920-1939,1980-1999,1960-1979,1900-1919,1960-1979,False,False,False,True,False,False
6770,Briton Riviere,1916,portrait,Academicism,"Lancelot Ridley Phelps, Hon. DCL, Provost",9582.jpg,1900-1919,1860-1879,1860-1879,1880-1899,1880-1899,1880-1899,False,False,False,False,False,False
6771,Kurt Schwitters,1923,abstract,Dada,Mz 231. Miss Blanche,90137.jpg,1920-1939,1900-1919,1980-1999,1880-1899,1900-1919,1980-1999,False,False,False,False,False,False
6772,Ilya Repin,1902,portrait,Realism,Portrait of Artist Vladimir Samoilov,11313.jpg,1900-1919,1880-1899,1980-1999,1900-1919,1880-1899,1880-1899,False,False,True,False,False,False
6773,Ivan Shishkin,1896,landscape,Realism,Grove by the Pond. Preobrazhenskoye,77905.jpg,1880-1899,1880-1899,1880-1899,1880-1899,1880-1899,1860-1879,True,True,True,True,False,False
6774,Peder Severin Kroyer,1893,genre painting,Impressionism,Marie in the Garden,46903.jpg,1880-1899,1880-1899,1900-1919,1900-1919,1900-1919,1940-1959,True,False,False,False,False,False
6775,Valentin Serov,1910,mythological painting,Art Nouveau (Modern),The Rape of Europa ,90904.jpg,1900-1919,1900-1919,1900-1919,1920-1939,1940-1959,1920-1939,True,True,False,False,False,False
6776,James Tissot,1896,religious painting,Symbolism,"The Return of the Prodigal Son, illustration for 'The Life of Christ'",67499.jpg,1880-1899,1860-1879,1900-1919,1860-1879,1860-1879,1880-1899,False,False,False,False,True,False
6777,Claude Monet,1899,flower painting,Impressionism,Water Lilies,63361.jpg,1880-1899,1900-1919,1900-1919,1900-1919,1900-1919,1900-1919,False,False,False,False,False,False
6778,Friedensreich Hundertwasser,1971,figurative,Transautomatism,650A Exodus Into Space,47696.jpg,1960-1979,1960-1979,1980-1999,1960-1979,1960-1979,1960-1979,True,False,True,True,True,False
6779,Vincent van Gogh,1886,landscape,Realism,Tabernacle in the heath,58755.jpg,1880-1899,1880-1899,1900-1919,1920-1939,1860-1879,1860-1879,True,False,False,False,False,False
6780,Theo van Rysselberghe,1912,landscape,Post-Impressionism,Pines of Rayol,70520.jpg,1900-1919,1880-1899,1880-1899,1880-1899,1920-1939,1880-1899,False,False,False,False,False,False
6781,Childe Hassam,1912,genre painting,Impressionism,The Mantle Piece,15853.jpg,1900-1919,1900-1919,1900-1919,1860-1879,1900-1919,1880-1899,True,True,False,True,False,False
6782,Carlo Carra,1922,nude painting (nu),Neoclassicism,La casa dell'amore ,93885.jpg,1920-1939,1920-1939,1860-1879,1920-1939,1920-1939,1940-1959,True,False,True,True,False,False
6783,Martiros Saryan,1913,sketch and study,Expressionism,Street in Barfrush,16904.jpg,1900-1919,1920-1939,1900-1919,1920-1939,1880-1899,1880-1899,False,True,False,False,False,False
6784,Vincent van Gogh,1888,sketch and study,Post-Impressionism,Rhone with Boats and a Bridge,45484.jpg,1880-1899,1920-1939,1980-1999,1900-1919,1880-1899,1920-1939,False,False,False,True,False,False
6785,Gustav Klimt,1913,cityscape,Art Nouveau (Modern),Chruch in Cassone,16871.jpg,1900-1919,1900-1919,1900-1919,1880-1899,1900-1919,1900-1919,True,True,False,True,True,False
6786,Zinaida Serebriakova,1924,portrait,Expressionism,Portrait S.N.Andronikovoy Halpern ,90606.jpg,1920-1939,1920-1939,1920-1939,1920-1939,1920-1939,1860-1879,True,True,True,True,False,False
6787,Fyodor Vasilyev,1869,landscape,Realism,On the Island Valaam,65669.jpg,1860-1879,1860-1879,1880-1899,1860-1879,1880-1899,1860-1879,True,False,True,False,True,False
6788,Gustave Caillebotte,1894,portrait,Impressionism,By the Sea,54230.jpg,1880-1899,1860-1879,1880-1899,1900-1919,1900-1919,1860-1879,False,True,False,False,False,False
6789,Edgar Degas,1898,nude painting (nu),Impressionism,Woman Leaving Her Bath,98645.jpg,1880-1899,1880-1899,1900-1919,1880-1899,1880-1899,1900-1919,True,False,True,True,False,False
6790,Maurice Prendergast,1913,genre painting,Post-Impressionism,Merry Go Round,94176.jpg,1900-1919,1900-1919,1900-1919,1900-1919,1900-1919,1940-1959,True,True,True,True,False,False
6791,Salvador Dali,1925,nude painting (nu),Symbolism,Double-sided Verso (Studio Scene),51443.jpg,1920-1939,1920-1939,1980-1999,1940-1959,1900-1919,1940-1959,True,False,False,False,False,False
6792,Amedeo Modigliani,1917,portrait,Expressionism,Jeanne Hebuterne with Hat and Necklace,61640.jpg,1900-1919,1900-1919,1900-1919,1900-1919,1900-1919,1920-1939,True,True,True,True,False,False
6793,Lygia Pape,1960,abstract,Neo-Concretism,Book of Creation. Fire ,64659.jpg,1960-1979,1960-1979,1960-1979,1960-1979,1960-1979,1960-1979,True,True,True,True,True,True
6794,William James Glackens,1915,portrait,Impressionism,Young Woman in Green ,28490.jpg,1900-1919,1900-1919,1880-1899,1900-1919,1880-1899,1880-1899,True,False,True,False,False,False
6795,Emilio Scanavino,1960,abstract,Art Informel,Immovilita,46408.jpg,1960-1979,1960-1979,1980-1999,1940-1959,1940-1959,1880-1899,True,False,False,False,False,False
6796,Winslow Homer,1905,marina,Realism,Diamond shoal,79687.jpg,1900-1919,1880-1899,1860-1879,1920-1939,1880-1899,1920-1939,False,False,False,False,False,False
6797,Jean-Michel Basquiat,1982,figurative,Neo-Expressionism,Baby Boom,93352.jpg,1980-1999,1980-1999,1980-1999,1980-1999,1980-1999,1960-1979,True,True,True,True,False,False
6798,Toyen,1931,abstract,Abstract Art,Composition ,49739.jpg,1920-1939,1920-1939,1900-1919,1900-1919,1900-1919,1960-1979,True,False,False,False,False,False
6799,Alfred Sisley,1886,landscape,Impressionism,Landscape,74482.jpg,1880-1899,1880-1899,1900-1919,1880-1899,1880-1899,1880-1899,True,False,True,True,True,False
6800,Martiros Saryan,1915,genre painting,Naïve Art (Primitivism),Armenian woman with bağlam,49900.jpg,1900-1919,1940-1959,1940-1959,1920-1939,1940-1959,1900-1919,False,False,False,False,True,False
6801,Lajos Gulacsy ,1903,self-portrait,Symbolism,Self-portrait,35897.jpg,1900-1919,1880-1899,1900-1919,1880-1899,1900-1919,1900-1919,False,True,False,True,True,False
6802,John Henry Twachtman,1895,landscape,Tonalism,"Morning Glory Pool, Yellowstone",7082.jpg,1880-1899,1880-1899,1900-1919,1880-1899,1880-1899,1980-1999,True,False,True,True,False,False
6803,Gustave Loiseau,1901,landscape,Post-Impressionism,Coast at Chaponival,54308.jpg,1900-1919,1860-1879,1900-1919,1880-1899,1880-1899,1900-1919,False,True,False,False,True,False
6804,Paul Klee,1919,landscape,Expressionism,Little Tree Amid Shrubbery,26959.jpg,1900-1919,1960-1979,1980-1999,1960-1979,1880-1899,1860-1879,False,False,False,False,False,False
6805,El Lissitzky,1919,illustration,Naïve Art (Primitivism),Illustration to Aggadah,50438.jpg,1900-1919,1920-1939,1960-1979,1900-1919,1900-1919,1940-1959,False,False,True,True,False,False
6806,John Collier,1914,portrait,Romanticism,Angela McInnes,80109.jpg,1900-1919,1860-1879,1900-1919,1900-1919,1880-1899,1860-1879,False,True,True,False,False,False
6807,Ernst Ludwig Kirchner,1933,genre painting,Expressionism,Two Acrobats,20385.jpg,1920-1939,1920-1939,1980-1999,1920-1939,1920-1939,1920-1939,True,False,True,True,True,False
6808,Georges Braque,1913,still life,Synthetic Cubism,Violin and Glass,97493.jpg,1900-1919,1900-1919,1900-1919,1900-1919,1900-1919,1960-1979,True,True,True,True,False,False
6809,David Burliuk,1910,abstract,Abstract Art,Abstraction,70014.jpg,1900-1919,1940-1959,1940-1959,1900-1919,1900-1919,1920-1939,False,False,True,True,False,False
6810,Sydney Laurence,1914,genre painting,Romanticism,The Trapper,90043.jpg,1900-1919,1880-1899,1900-1919,1860-1879,1880-1899,1900-1919,False,True,False,False,True,False
6811,Fritz Winter,1961,abstract,Art Informel,Kleiner Garten,79838.jpg,1960-1979,1960-1979,1900-1919,1940-1959,1960-1979,1980-1999,True,False,False,True,False,False
6812,Gustave Dore,1877,illustration,Romanticism,Crusaders surrounded by Saladin's army,21512.jpg,1860-1879,1880-1899,1900-1919,1880-1899,1900-1919,1920-1939,False,False,False,False,False,False
